transaction_id,customer_id,customer_city,merchant_id,merchant_category,transaction_datetime,payment_method,device_type,amount,currency,account_balance,credit_score,geo_match,velocity_score,cashback_used,transaction_status,risk_level,is_fraud
TXN001062,CUST0517,Hyderabad,MER096,Bills,2026-06-18 18:09:00,Wallet,Web,2372.84,INR,431424.63,760,Yes,42,No,Pending,Medium,0
TXN001063,CUST0377,Pune,MER085,Shopping,2026-06-01 09:19:00,UPI,iPhone,71855.72,INR,437884.96,642,Yes,6,Yes,Success,High,0
TXN001064,CUST0415,Mumbai,MER214,Food,2026-10-08 15:52:00,UPI,Web,45302.06,INR,181003.04,651,No,44,Yes,Success,Medium,0
TXN001065,CUST0303,Delhi,MER259,Shopping,2026-07-13 06:48:00,Wallet,Web,57872.17,INR,496821.9,501,No,99,Yes,Failed,High,0
TXN001066,CUST0935,Pune,MER146,Shopping,2026-01-07 12:32:00,Wallet,Web,44331.32,INR,313894.32,364,No,54,No,Pending,High,0
TXN001067,CUST0457,Hyderabad,MER136,Shopping,2026-11-21 14:09:00,UPI,Android,17336.27,INR,334547.68,893,No,51,No,Success,High,0
TXN001068,CUST0921,Mumbai,MER204,Food,2026-06-06 13:29:00,UPI,Android,17206.98,INR,401393.2,580,No,3,No,Pending,High,0
TXN001069,CUST0438,Bengaluru,MER283,Shopping,2026-10-11 20:54:00,UPI,Android,3858.65,INR,462888.95,698,No,23,Yes,Success,High,0
TXN001070,CUST0503,Hyderabad,MER011,Food,2026-02-17 06:53:00,Debit Card,Android,32223.95,INR,329071.13,563,No,21,No,Success,High,0
TXN001071,CUST0592,Delhi,MER278,Entertainment,2026-07-19 18:26:00,UPI,Android,12309.77,INR,491423.99,424,Yes,31,Yes,Failed,Low,0
TXN001072,CUST0249,Bengaluru,MER274,Bills,2026-07-05 23:15:00,UPI,iPhone,8520.54,INR,334331.19,584,Yes,46,Yes,Failed,Low,0
TXN001073,CUST0513,Pune,MER045,Food,2026-03-01 02:07:00,Credit Card,iPhone,29103.29,INR,81009.57,847,Yes,62,No,Success,Medium,0
TXN001074,CUST1050,Hyderabad,MER109,Travel,2026-03-11 05:30:00,NetBanking,Web,64015.9,INR,242228.14,900,Yes,96,Yes,Pending,Medium,0
TXN001075,CUST0660,Delhi,MER102,Food,2026-01-14 05:53:00,Wallet,Android,41818.18,INR,2857.15,663,Yes,86,No,Pending,Medium,0
TXN001076,CUST0646,Hyderabad,MER044,Travel,2026-11-03 22:26:00,UPI,Web,31176.72,INR,260736.58,419,Yes,61,No,Pending,High,0
TXN001077,CUST0067,Delhi,MER126,Shopping,2026-07-15 13:05:00,Wallet,iPhone,54448.26,INR,20430.46,409,Yes,39,Yes,Pending,Medium,1
TXN001078,CUST0844,Pune,MER272,Shopping,2026-01-28 08:20:00,Wallet,iPhone,61180.69,INR,369575.57,716,Yes,4,No,Failed,Low,0
TXN001079,CUST0206,Delhi,MER059,Food,2026-04-07 04:36:00,Debit Card,iPhone,53390.79,INR,444315.78,487,Yes,75,Yes,Success,Low,0
TXN001080,CUST1127,Bengaluru,MER041,Entertainment,2026-07-19 20:40:00,NetBanking,Web,20753.09,INR,273486.25,865,No,13,No,Success,Medium,0
TXN001081,CUST0552,Pune,MER071,Food,2026-02-04 08:08:00,NetBanking,Android,68914.5,INR,54307.52,788,Yes,61,No,Failed,High,0
TXN001082,CUST1150,Mumbai,MER042,Shopping,2026-03-03 07:19:00,Credit Card,Web,8034.68,INR,459163.41,406,Yes,61,Yes,Pending,High,0
TXN001083,CUST1044,Mumbai,MER209,Food,2026-09-06 02:15:00,NetBanking,iPhone,9517.07,INR,288768.69,492,No,71,Yes,Success,Medium,0
TXN001084,CUST0395,Bengaluru,MER150,Shopping,2026-02-19 14:13:00,Wallet,Web,15841.34,INR,206359.97,892,No,35,Yes,Pending,Low,0
TXN001085,CUST1020,Pune,MER059,Bills,2026-08-04 01:56:00,Credit Card,Web,53023.69,INR,127215.17,431,Yes,83,Yes,Pending,Low,1
TXN001086,CUST0512,Pune,MER037,Entertainment,2026-05-24 17:06:00,Credit Card,Android,9950.99,INR,138997.99,415,Yes,84,Yes,Pending,Low,0
TXN001087,CUST0220,Delhi,MER106,Bills,2026-02-22 13:38:00,Credit Card,Web,62251.2,INR,324333.71,426,No,42,No,Failed,High,1
TXN001088,CUST0413,Mumbai,MER106,Bills,2026-05-09 14:07:00,Credit Card,Web,38924.57,INR,429198.68,548,No,63,No,Failed,Low,0
TXN001089,CUST0325,Pune,MER031,Entertainment,2026-06-17 00:35:00,NetBanking,iPhone,18923.3,INR,102716.1,413,No,19,No,Failed,Low,0
TXN001090,CUST1085,Pune,MER233,Shopping,2026-04-21 09:21:00,Credit Card,iPhone,31972.9,INR,101261.08,582,No,50,No,Success,Medium,1
TXN001091,CUST0036,Mumbai,MER249,Bills,2026-03-21 16:32:00,NetBanking,Web,16558.01,INR,321302.36,448,Yes,35,No,Pending,Medium,0
TXN001092,CUST1058,Delhi,MER207,Food,2026-01-23 22:13:00,NetBanking,Android,51749.29,INR,121371.66,589,No,32,Yes,Pending,Medium,1
TXN001093,CUST0041,Delhi,MER284,Bills,2026-07-26 18:49:00,Debit Card,Android,73309.33,INR,241028.61,491,Yes,94,No,Pending,Medium,1
TXN001094,CUST0409,Hyderabad,MER290,Healthcare,2026-05-10 22:31:00,UPI,iPhone,18852.56,INR,236455.38,500,Yes,42,Yes,Failed,Medium,0
TXN001095,CUST0683,Hyderabad,MER117,Bills,2026-07-24 18:38:00,UPI,Web,35364.36,INR,39057.87,878,Yes,30,No,Success,Low,0
TXN001096,CUST0149,Pune,MER281,Bills,2026-09-19 13:44:00,Credit Card,Android,35041.87,INR,369274.21,523,No,13,Yes,Failed,Low,0
TXN001097,CUST0922,Mumbai,MER048,Shopping,2026-12-03 06:15:00,Credit Card,Web,68866.9,INR,60270.77,556,Yes,6,No,Pending,Medium,0
TXN001098,CUST0014,Hyderabad,MER111,Bills,2026-11-20 02:48:00,Debit Card,Android,40589.81,INR,45266.38,896,Yes,74,No,Success,Medium,0
TXN001099,CUST1140,Mumbai,MER014,Entertainment,2026-02-05 12:03:00,NetBanking,Android,52234.5,INR,333982.0,497,Yes,21,Yes,Pending,Low,0
TXN001100,CUST0429,Mumbai,MER068,Shopping,2026-06-17 19:00:00,UPI,Web,54938.37,INR,225284.04,437,Yes,16,Yes,Failed,High,1
TXN001101,CUST0885,Mumbai,MER033,Travel,2026-06-22 11:30:00,Wallet,Android,56749.07,INR,86516.2,335,Yes,88,No,Success,Low,0
TXN001102,CUST0315,Hyderabad,MER056,Bills,2026-03-25 11:16:00,Credit Card,iPhone,57336.03,INR,357134.81,868,No,58,Yes,Pending,High,1
TXN001103,CUST0920,Hyderabad,MER089,Healthcare,2026-11-01 15:06:00,Wallet,iPhone,49545.54,INR,158549.37,519,Yes,26,No,Failed,Medium,0
TXN001104,CUST1191,Pune,MER065,Food,2026-03-25 15:28:00,NetBanking,Android,57946.4,INR,280472.36,704,Yes,7,Yes,Pending,Low,0
TXN001105,CUST0104,Bengaluru,MER279,Food,2026-03-29 22:12:00,NetBanking,Web,59924.74,INR,42700.37,837,Yes,34,No,Failed,High,1
TXN001106,CUST0876,Hyderabad,MER106,Travel,2026-10-20 07:35:00,Credit Card,Web,10230.77,INR,318488.44,830,Yes,80,No,Success,Medium,0
TXN001107,CUST0660,Hyderabad,MER085,Entertainment,2026-04-11 14:26:00,Debit Card,Android,54074.57,INR,17519.96,311,Yes,100,Yes,Pending,Low,0
TXN001108,CUST1200,Pune,MER043,Entertainment,2026-03-11 07:55:00,Wallet,Android,6290.86,INR,220050.55,851,No,8,Yes,Pending,Low,0
TXN001109,CUST0236,Bengaluru,MER149,Shopping,2026-04-05 22:56:00,Credit Card,Android,74130.45,INR,273341.84,451,No,37,No,Pending,Low,1
TXN001110,CUST0592,Bengaluru,MER022,Shopping,2026-05-19 03:38:00,Wallet,Android,11310.28,INR,254064.7,778,Yes,6,Yes,Success,High,0
TXN001111,CUST0708,Delhi,MER046,Shopping,2026-09-21 13:31:00,NetBanking,iPhone,19611.17,INR,265487.58,714,No,73,Yes,Success,Medium,0
TXN001112,CUST0467,Delhi,MER190,Entertainment,2026-01-18 20:09:00,Debit Card,iPhone,11212.49,INR,410967.53,890,No,94,Yes,Pending,High,0
TXN001113,CUST0833,Mumbai,MER124,Bills,2026-08-08 05:15:00,NetBanking,Web,2972.41,INR,230551.8,663,Yes,99,Yes,Success,Low,0
TXN001114,CUST0251,Hyderabad,MER130,Healthcare,2026-02-15 05:50:00,NetBanking,Web,4572.17,INR,369514.6,567,No,83,Yes,Pending,Medium,0
TXN001115,CUST1057,Mumbai,MER194,Entertainment,2026-10-06 02:38:00,Credit Card,Web,37393.57,INR,324223.54,709,No,32,Yes,Pending,Low,0
TXN001116,CUST0605,Mumbai,MER268,Healthcare,2026-08-23 21:43:00,Debit Card,iPhone,10629.74,INR,149495.78,321,Yes,54,Yes,Failed,High,0
TXN001117,CUST0635,Delhi,MER043,Bills,2026-11-15 00:16:00,UPI,iPhone,54397.64,INR,146521.03,699,Yes,46,No,Failed,Low,0
TXN001118,CUST0756,Delhi,MER279,Entertainment,2026-03-10 01:38:00,Debit Card,Android,14010.45,INR,479649.99,323,Yes,61,No,Failed,Medium,0
TXN001119,CUST1087,Bengaluru,MER012,Travel,2026-09-24 01:39:00,UPI,iPhone,59411.19,INR,121480.25,812,Yes,36,No,Pending,Low,0
TXN001120,CUST0127,Delhi,MER020,Shopping,2026-09-08 01:35:00,UPI,iPhone,34936.89,INR,120169.74,521,Yes,98,No,Success,High,0
TXN001121,CUST0251,Hyderabad,MER114,Travel,2026-10-21 10:28:00,UPI,Android,19343.63,INR,48192.87,765,No,93,Yes,Pending,Low,0
TXN001122,CUST0188,Mumbai,MER253,Travel,2026-02-19 01:05:00,Wallet,Web,45492.11,INR,162187.06,531,Yes,53,Yes,Pending,Low,0
TXN001123,CUST1035,Hyderabad,MER168,Bills,2026-02-04 16:48:00,Wallet,Web,71716.67,INR,429330.85,865,Yes,2,Yes,Success,Low,0
TXN001124,CUST0219,Delhi,MER213,Food,2026-07-20 03:42:00,Credit Card,Web,74794.79,INR,262411.0,313,Yes,89,No,Failed,Medium,1
TXN001125,CUST0581,Bengaluru,MER062,Entertainment,2026-11-27 13:40:00,Wallet,Android,47769.77,INR,441258.35,518,No,48,No,Success,Low,0
TXN001126,CUST0253,Bengaluru,MER295,Shopping,2026-02-09 15:11:00,NetBanking,iPhone,5737.37,INR,113696.2,706,No,44,Yes,Pending,Low,0
TXN001127,CUST0323,Mumbai,MER259,Travel,2026-01-27 18:15:00,Credit Card,iPhone,56743.96,INR,138234.81,645,No,10,Yes,Failed,Low,0
TXN001128,CUST1065,Bengaluru,MER209,Entertainment,2026-01-16 14:27:00,Debit Card,Web,52162.37,INR,11605.85,645,Yes,64,No,Failed,Medium,0
TXN001129,CUST0197,Pune,MER066,Bills,2026-10-12 02:25:00,UPI,Android,72472.27,INR,471980.13,356,Yes,47,No,Failed,High,0
TXN001130,CUST0056,Hyderabad,MER079,Entertainment,2026-06-15 21:20:00,UPI,iPhone,6646.71,INR,470214.31,517,Yes,23,Yes,Failed,Medium,0
TXN001131,CUST1043,Bengaluru,MER094,Bills,2026-07-28 06:34:00,UPI,iPhone,26697.53,INR,313562.77,796,No,98,Yes,Pending,Low,0
TXN001132,CUST0083,Pune,MER124,Shopping,2026-11-23 08:31:00,NetBanking,Android,73794.31,INR,397111.87,758,Yes,44,No,Success,Medium,0
TXN001133,CUST1083,Mumbai,MER209,Food,2026-03-19 04:08:00,Credit Card,Web,64715.27,INR,187777.0,427,Yes,14,No,Failed,High,0
TXN001134,CUST0755,Bengaluru,MER298,Entertainment,2026-01-24 14:34:00,Debit Card,iPhone,52053.66,INR,287469.66,316,No,33,Yes,Failed,High,0
TXN001135,CUST1173,Hyderabad,MER152,Healthcare,2026-08-22 15:41:00,NetBanking,Web,52968.0,INR,373263.49,767,Yes,67,No,Success,High,0
TXN001136,CUST1165,Mumbai,MER076,Shopping,2026-07-25 20:00:00,UPI,iPhone,58769.14,INR,11615.41,812,No,73,Yes,Success,Low,0
TXN001137,CUST0457,Delhi,MER073,Bills,2026-05-28 04:03:00,NetBanking,Web,8144.45,INR,480353.39,356,No,80,Yes,Pending,Medium,0
TXN001138,CUST0937,Hyderabad,MER016,Entertainment,2026-06-10 22:09:00,Credit Card,Web,11641.96,INR,108737.52,875,Yes,67,Yes,Failed,High,0
TXN001139,CUST0500,Bengaluru,MER071,Entertainment,2026-11-23 14:40:00,NetBanking,Android,49697.5,INR,418149.65,591,Yes,45,No,Pending,Low,0
TXN001140,CUST0890,Delhi,MER016,Healthcare,2026-10-20 22:34:00,Credit Card,iPhone,73620.22,INR,295665.55,667,Yes,56,No,Success,High,0
TXN001141,CUST0834,Pune,MER111,Food,2026-07-24 13:01:00,Wallet,iPhone,28694.89,INR,50028.14,449,Yes,68,No,Pending,Medium,0
TXN001142,CUST0394,Delhi,MER205,Healthcare,2026-02-24 05:33:00,Credit Card,Web,73535.95,INR,398345.5,618,No,81,Yes,Success,Low,0
TXN001143,CUST0014,Bengaluru,MER223,Healthcare,2026-05-23 05:45:00,Wallet,Android,35891.73,INR,499223.3,419,No,65,Yes,Success,Low,0
TXN001144,CUST0053,Pune,MER034,Bills,2026-07-12 04:05:00,UPI,Web,50130.26,INR,324494.31,382,No,81,Yes,Pending,Medium,0
TXN001145,CUST0363,Bengaluru,MER101,Healthcare,2026-12-12 16:11:00,Wallet,Web,4093.18,INR,206156.35,447,Yes,94,No,Success,High,0
TXN001146,CUST1015,Hyderabad,MER227,Healthcare,2026-04-13 11:47:00,Wallet,Android,20999.42,INR,30032.82,759,Yes,93,No,Failed,High,1
TXN001147,CUST0040,Bengaluru,MER048,Entertainment,2026-11-14 15:34:00,Wallet,Web,9769.56,INR,313069.45,785,No,7,Yes,Pending,High,0
TXN001148,CUST0540,Pune,MER204,Healthcare,2026-09-03 15:01:00,NetBanking,iPhone,69937.74,INR,34511.89,499,Yes,26,No,Success,Low,1
TXN001149,CUST0351,Mumbai,MER177,Bills,2026-02-09 13:57:00,Wallet,Web,70294.38,INR,463656.24,775,Yes,27,Yes,Pending,Low,0
TXN001150,CUST0778,Pune,MER113,Bills,2026-03-28 15:26:00,NetBanking,Web,5913.02,INR,159560.21,778,No,70,No,Failed,Low,0
TXN001151,CUST1117,Delhi,MER158,Shopping,2026-08-04 17:49:00,UPI,Web,14295.23,INR,480657.68,892,No,7,Yes,Failed,Medium,0
TXN001152,CUST0194,Hyderabad,MER142,Shopping,2026-01-20 06:14:00,Credit Card,iPhone,38279.94,INR,103240.27,556,Yes,51,No,Pending,Low,0
TXN001153,CUST1024,Bengaluru,MER088,Travel,2026-01-28 08:55:00,UPI,Android,69577.74,INR,319892.17,803,Yes,14,Yes,Failed,High,0
TXN001154,CUST0697,Hyderabad,MER225,Travel,2026-10-03 22:26:00,Wallet,Android,69795.3,INR,437491.89,852,Yes,15,Yes,Pending,High,0
TXN001155,CUST1173,Hyderabad,MER012,Bills,2026-10-14 00:44:00,NetBanking,Web,74693.71,INR,359872.28,738,No,88,Yes,Failed,Medium,0
TXN001156,CUST0484,Hyderabad,MER266,Travel,2026-11-10 03:40:00,UPI,iPhone,52514.36,INR,382503.48,685,Yes,11,Yes,Success,Low,0
TXN001157,CUST0327,Pune,MER202,Entertainment,2026-11-15 00:19:00,Debit Card,Android,47195.54,INR,388866.0,852,No,14,No,Failed,High,0
TXN001158,CUST0357,Pune,MER293,Travel,2026-04-30 04:47:00,NetBanking,iPhone,11292.53,INR,484489.35,340,No,31,No,Pending,High,0
TXN001159,CUST0034,Mumbai,MER065,Food,2026-11-06 19:02:00,Debit Card,Android,40648.49,INR,475748.59,535,No,93,No,Pending,Medium,0
TXN001160,CUST0692,Bengaluru,MER263,Healthcare,2026-08-18 04:47:00,UPI,Web,48634.83,INR,42923.05,655,No,81,No,Success,High,0
TXN001161,CUST0367,Mumbai,MER279,Bills,2026-06-12 23:00:00,Wallet,iPhone,49119.37,INR,98798.39,491,Yes,79,No,Failed,Medium,0
TXN001162,CUST0945,Hyderabad,MER273,Bills,2026-05-20 23:35:00,NetBanking,Android,58522.99,INR,428654.86,888,No,65,No,Pending,Low,0
TXN001163,CUST1058,Bengaluru,MER101,Bills,2026-09-30 23:32:00,UPI,Web,62781.63,INR,266538.19,836,Yes,52,Yes,Pending,High,1
TXN001164,CUST0062,Delhi,MER200,Bills,2026-09-22 22:38:00,NetBanking,iPhone,59434.54,INR,343120.59,882,Yes,4,Yes,Success,Medium,0
TXN001165,CUST0702,Delhi,MER138,Shopping,2026-03-08 11:11:00,NetBanking,iPhone,67484.51,INR,230882.22,703,Yes,18,No,Pending,Medium,1
TXN001166,CUST0273,Bengaluru,MER295,Shopping,2026-10-15 11:03:00,Wallet,Android,13942.95,INR,433279.77,499,Yes,44,No,Success,Medium,0
TXN001167,CUST0672,Mumbai,MER273,Shopping,2026-09-21 00:36:00,Wallet,Android,5988.93,INR,457062.97,651,No,22,Yes,Failed,High,0
TXN001168,CUST0704,Bengaluru,MER190,Food,2026-03-23 09:26:00,NetBanking,Android,16639.48,INR,280406.83,700,No,47,Yes,Pending,Medium,0
TXN001169,CUST1145,Delhi,MER009,Healthcare,2026-04-27 16:03:00,Wallet,Web,38929.75,INR,144365.07,567,Yes,1,Yes,Failed,High,0
TXN001170,CUST1050,Bengaluru,MER039,Food,2026-11-29 17:36:00,Wallet,Web,46746.06,INR,242640.29,348,Yes,67,No,Pending,Low,0
TXN001171,CUST0746,Mumbai,MER202,Shopping,2026-02-02 02:46:00,Debit Card,iPhone,20199.65,INR,227384.69,634,No,26,Yes,Success,High,0
TXN001172,CUST0440,Hyderabad,MER244,Entertainment,2026-11-04 23:22:00,NetBanking,Android,13029.75,INR,119836.27,736,No,41,Yes,Success,High,0
TXN001173,CUST0224,Delhi,MER045,Food,2026-10-10 15:42:00,Debit Card,Android,19946.27,INR,228859.85,841,Yes,90,No,Pending,Low,0
TXN001174,CUST0979,Pune,MER140,Shopping,2026-02-17 05:59:00,Credit Card,Web,45388.28,INR,263864.76,656,No,21,Yes,Failed,High,0
TXN001175,CUST0120,Delhi,MER299,Healthcare,2026-06-01 06:48:00,Wallet,Web,60686.16,INR,221658.54,605,Yes,18,No,Pending,Medium,0
TXN001176,CUST0573,Bengaluru,MER174,Entertainment,2026-08-03 04:49:00,Wallet,iPhone,38275.42,INR,398504.62,624,No,23,Yes,Failed,High,0
TXN001177,CUST0877,Delhi,MER014,Travel,2026-12-06 12:57:00,UPI,Android,68288.3,INR,22394.59,614,No,82,Yes,Pending,High,0
TXN001178,CUST0485,Mumbai,MER060,Shopping,2026-11-13 04:56:00,Debit Card,Android,65883.01,INR,104963.62,631,No,62,Yes,Pending,Low,1
TXN001179,CUST0374,Pune,MER146,Shopping,2026-04-14 12:48:00,NetBanking,Web,47513.67,INR,308837.38,695,No,19,No,Pending,Low,0
TXN001180,CUST0904,Delhi,MER212,Travel,2026-09-29 22:30:00,UPI,Android,31741.96,INR,183780.76,827,Yes,48,No,Success,Low,0
TXN001181,CUST0355,Bengaluru,MER055,Entertainment,2026-02-18 16:30:00,Credit Card,Android,39446.56,INR,64021.41,446,Yes,81,No,Pending,Low,0
TXN001182,CUST0185,Bengaluru,MER126,Bills,2026-04-06 12:48:00,Wallet,Android,4442.66,INR,102774.56,866,No,45,Yes,Pending,Low,0
TXN001183,CUST0934,Mumbai,MER093,Shopping,2026-06-24 18:59:00,Wallet,iPhone,57524.79,INR,130909.99,671,No,62,Yes,Failed,Low,0
TXN001184,CUST0185,Bengaluru,MER233,Bills,2026-11-24 13:16:00,NetBanking,Android,64708.08,INR,365048.57,701,Yes,71,Yes,Pending,Medium,0
TXN001185,CUST0937,Mumbai,MER102,Bills,2026-10-14 14:45:00,Credit Card,Web,72027.09,INR,328042.65,490,Yes,42,Yes,Success,Low,0
TXN001186,CUST0439,Hyderabad,MER088,Food,2026-09-24 19:20:00,Wallet,iPhone,43257.07,INR,328966.3,899,Yes,82,No,Success,High,0
TXN001187,CUST0342,Delhi,MER187,Entertainment,2026-03-31 00:39:00,NetBanking,Web,41308.41,INR,102390.07,869,No,35,No,Success,Medium,0
TXN001188,CUST1010,Mumbai,MER083,Bills,2026-04-16 12:41:00,Credit Card,Android,54364.46,INR,285950.81,567,No,74,No,Pending,High,0
TXN001189,CUST0916,Bengaluru,MER299,Bills,2026-01-01 23:29:00,Credit Card,Web,54382.73,INR,87990.95,371,Yes,8,No,Success,High,1
TXN001190,CUST1020,Pune,MER110,Bills,2026-09-15 17:53:00,Debit Card,Android,67582.42,INR,290209.7,871,Yes,17,Yes,Success,High,0
TXN001191,CUST0747,Hyderabad,MER028,Healthcare,2026-03-10 14:37:00,Credit Card,Android,56461.12,INR,441802.37,571,No,78,No,Pending,High,1
TXN001192,CUST0716,Mumbai,MER191,Entertainment,2026-07-07 06:19:00,Debit Card,Android,37953.54,INR,119161.13,847,No,8,Yes,Success,Low,0
TXN001193,CUST0795,Pune,MER294,Healthcare,2026-04-27 18:37:00,UPI,iPhone,20874.2,INR,34137.81,466,Yes,94,Yes,Success,Low,0
TXN001194,CUST0714,Pune,MER048,Shopping,2026-03-14 09:29:00,Wallet,iPhone,48225.52,INR,327223.6,823,Yes,8,Yes,Success,High,0
TXN001195,CUST0431,Bengaluru,MER256,Food,2026-08-10 14:52:00,UPI,Android,31180.52,INR,199511.93,454,Yes,15,Yes,Success,Low,0
TXN001196,CUST0840,Hyderabad,MER072,Food,2026-02-11 22:20:00,NetBanking,Web,65007.48,INR,337045.42,418,Yes,49,No,Success,Low,0
TXN001197,CUST0066,Hyderabad,MER070,Entertainment,2026-05-05 20:38:00,NetBanking,iPhone,68498.13,INR,466268.8,502,Yes,5,No,Pending,Low,1
TXN001198,CUST1099,Pune,MER092,Bills,2026-08-25 21:15:00,Debit Card,Web,32370.01,INR,52711.15,588,Yes,13,Yes,Failed,Low,0
TXN001199,CUST0288,Delhi,MER005,Healthcare,2026-08-31 02:11:00,Debit Card,Android,59241.98,INR,75913.91,593,No,17,Yes,Pending,Low,0
TXN001200,CUST0780,Pune,MER001,Travel,2026-09-18 13:38:00,NetBanking,Web,52552.91,INR,173274.15,897,No,3,Yes,Success,Medium,0
TXN001201,CUST0869,Delhi,MER282,Shopping,2026-07-16 11:26:00,Debit Card,iPhone,8916.4,INR,154165.63,433,Yes,4,No,Success,High,0
TXN001202,CUST0987,Pune,MER217,Food,2026-05-12 17:39:00,NetBanking,Android,58393.51,INR,240175.94,870,No,36,Yes,Success,High,1
TXN001203,CUST0175,Hyderabad,MER219,Healthcare,2026-01-09 03:33:00,Wallet,Android,46464.47,INR,65863.82,588,Yes,44,No,Failed,Low,0
TXN001204,CUST0455,Delhi,MER017,Travel,2026-01-22 08:28:00,UPI,Android,62086.02,INR,308452.46,715,No,73,No,Failed,Medium,0
TXN001205,CUST0133,Delhi,MER227,Healthcare,2026-09-04 12:18:00,Debit Card,iPhone,66980.33,INR,143236.76,476,Yes,33,No,Success,Low,1
TXN001206,CUST0890,Pune,MER057,Food,2026-07-22 01:09:00,UPI,Android,62761.03,INR,398832.27,826,Yes,5,Yes,Success,High,1
TXN001207,CUST0817,Delhi,MER047,Bills,2026-02-28 22:28:00,Wallet,Web,59443.89,INR,22269.1,313,Yes,94,No,Failed,Low,0
TXN001208,CUST0222,Delhi,MER032,Bills,2026-01-31 17:48:00,Credit Card,Web,11126.95,INR,22182.86,763,Yes,32,Yes,Failed,High,0
TXN001209,CUST0098,Delhi,MER185,Healthcare,2026-04-11 07:46:00,Wallet,iPhone,17204.59,INR,100547.77,710,Yes,15,Yes,Success,Low,0
TXN001210,CUST1089,Bengaluru,MER182,Bills,2026-06-05 01:38:00,Wallet,Web,42393.54,INR,127626.57,330,Yes,16,Yes,Failed,Low,0
TXN001211,CUST0825,Mumbai,MER226,Shopping,2026-11-02 05:26:00,Wallet,iPhone,74981.91,INR,218967.62,452,Yes,46,Yes,Pending,Low,0
TXN001212,CUST0066,Pune,MER137,Bills,2026-06-01 00:36:00,Wallet,Android,62305.36,INR,155990.04,638,Yes,97,Yes,Success,Low,0
TXN001213,CUST0958,Pune,MER130,Food,2026-01-08 03:41:00,Debit Card,Web,33530.91,INR,118740.03,865,Yes,92,No,Pending,Low,0
TXN001214,CUST0135,Delhi,MER089,Food,2026-04-04 00:46:00,NetBanking,Web,23642.22,INR,251416.18,604,No,51,No,Pending,Low,0
TXN001215,CUST0900,Pune,MER213,Bills,2026-08-08 12:58:00,NetBanking,Web,48609.06,INR,147015.39,720,No,13,Yes,Success,Medium,0
TXN001216,CUST0983,Bengaluru,MER137,Travel,2026-03-26 22:35:00,Credit Card,iPhone,21513.39,INR,219009.96,515,No,75,Yes,Pending,Medium,0
TXN001217,CUST0541,Mumbai,MER221,Entertainment,2026-02-20 19:33:00,UPI,Android,60529.87,INR,234166.97,827,No,70,Yes,Success,Low,1
TXN001218,CUST0057,Delhi,MER049,Healthcare,2026-12-10 14:18:00,UPI,Android,30817.43,INR,185319.12,885,No,19,Yes,Success,Medium,0
TXN001219,CUST0594,Bengaluru,MER016,Food,2026-07-19 00:25:00,Wallet,iPhone,72189.69,INR,152752.92,441,Yes,98,Yes,Failed,Medium,0
TXN001220,CUST0478,Bengaluru,MER226,Healthcare,2026-05-17 02:18:00,Wallet,Android,39155.53,INR,270010.78,363,Yes,34,Yes,Failed,Medium,0
TXN001221,CUST0369,Mumbai,MER195,Healthcare,2026-01-31 23:51:00,Debit Card,Web,24028.46,INR,202211.52,386,Yes,66,No,Pending,High,0
TXN001222,CUST0868,Bengaluru,MER259,Travel,2026-06-18 16:53:00,Wallet,Web,20295.8,INR,471691.81,788,Yes,35,Yes,Pending,Medium,0
TXN001223,CUST0182,Bengaluru,MER217,Food,2026-05-10 02:37:00,Wallet,Android,17215.71,INR,247683.38,865,Yes,23,No,Failed,High,0
TXN001224,CUST0683,Hyderabad,MER182,Food,2026-10-11 15:16:00,Wallet,Web,67034.34,INR,399134.23,707,Yes,38,Yes,Pending,Medium,0
TXN001225,CUST0771,Hyderabad,MER280,Travel,2026-09-20 06:33:00,Debit Card,Web,52656.79,INR,215224.81,572,No,66,No,Success,Low,1
TXN001226,CUST0693,Pune,MER198,Travel,2026-02-28 04:25:00,Debit Card,Web,33307.1,INR,380264.56,716,No,70,Yes,Success,High,0
TXN001227,CUST0545,Bengaluru,MER205,Healthcare,2026-09-11 15:45:00,NetBanking,Android,72575.24,INR,307426.04,746,Yes,34,No,Failed,Low,0
TXN001228,CUST1180,Pune,MER218,Food,2026-08-15 21:56:00,UPI,Android,74294.83,INR,150649.94,519,Yes,76,Yes,Failed,High,0
TXN001229,CUST0419,Hyderabad,MER056,Travel,2026-03-19 16:13:00,Wallet,Web,56666.72,INR,204408.62,300,No,24,Yes,Success,Medium,0
TXN001230,CUST0821,Delhi,MER012,Travel,2026-05-12 04:29:00,Debit Card,iPhone,24104.89,INR,248300.39,568,Yes,79,Yes,Failed,Medium,0
TXN001231,CUST0593,Delhi,MER015,Healthcare,2026-06-01 14:28:00,Wallet,Android,48778.43,INR,235553.06,795,Yes,99,Yes,Pending,Medium,0
TXN001232,CUST1120,Pune,MER280,Healthcare,2026-11-27 10:19:00,UPI,iPhone,44599.15,INR,231400.81,864,Yes,13,No,Success,Medium,0
TXN001233,CUST0215,Mumbai,MER168,Healthcare,2026-03-09 06:00:00,Wallet,Web,20329.84,INR,188889.35,571,No,79,Yes,Pending,High,0
TXN001234,CUST0902,Delhi,MER260,Bills,2026-07-26 12:27:00,Debit Card,Web,29699.15,INR,446369.08,392,No,44,No,Failed,High,0
